.imp,age,race_ethn,year,var,pop
0,3,AI/AN,2004,601,59991
0,3,AI/AN,2005,786,60819
0,3,AI/AN,2006,659,63933
0,3,AI/AN,2007,697,66441
0,3,AI/AN,2008,642,70622
0,3,AI/AN,2009,608,74356
0,3,AI/AN,2010,725,80027
0,3,AI/AN,2011,782,79376
0,3,AI/AN,2012,816,76895
0,3,AI/AN,2013,802,77324
0,3,AI/AN,2014,795,75718
0,3,AI/AN,2015,927,77462
0,3,AI/AN,2016,821,76421
0,3,AI/AN,2017,487,77112
0,3,Asian/PI,2001,3,174059
0,3,Asian/PI,2002,234,177265
0,3,Asian/PI,2003,490,188289
0,3,Asian/PI,2004,502,208085
0,3,Asian/PI,2005,482,207410
0,3,Asian/PI,2006,467,218536
0,3,Asian/PI,2007,464,225385
0,3,Asian/PI,2008,484,229738
0,3,Asian/PI,2009,490,230216
0,3,Asian/PI,2010,505,238874
0,3,Asian/PI,2011,518,245842
0,3,Asian/PI,2012,475,240601
0,3,Asian/PI,2013,475,245109
0,3,Asian/PI,2014,484,240600
0,3,Asian/PI,2015,475,248956
0,3,Asian/PI,2016,541,262234
0,3,Asian/PI,2017,360,262900
0,3,Black,2001,99,620211
0,3,Black,2002,3196,614346
0,3,Black,2003,7539,620647
0,3,Black,2004,7027,641787
0,3,Black,2005,7281,625066
0,3,Black,2006,7454,619393
0,3,Black,2007,7429,631309
0,3,Black,2008,7551,646515
0,3,Black,2009,7336,662959
0,3,Black,2010,7644,691968
0,3,Black,2011,7672,696976
0,3,Black,2012,7784,678020
0,3,Black,2013,7905,675083
0,3,Black,2014,8183,676789
0,3,Black,2015,8002,675787
0,3,Black,2016,8172,678938
0,3,Black,2017,5201,685777
0,3,Hispanic,2001,82,679661
0,3,Hispanic,2002,2168,691909
0,3,Hispanic,2003,4995,738389
0,3,Hispanic,2004,5034,804104
0,3,Hispanic,2005,5743,817697
0,3,Hispanic,2006,6952,833142
0,3,Hispanic,2007,6643,848434
0,3,Hispanic,2008,6478,860415
0,3,Hispanic,2009,6896,884628
0,3,Hispanic,2010,7222,915755
0,3,Hispanic,2011,7106,917840
0,3,Hispanic,2012,7057,889927
0,3,Hispanic,2013,6578,907517
0,3,Hispanic,2014,6815,925608
0,3,Hispanic,2015,6324,898502
0,3,Hispanic,2016,6308,895225
0,3,Hispanic,2017,3713,901158
0,3,White,2001,142,2275053
0,3,White,2002,6876,2265763
0,3,White,2003,16137,2256563
0,3,White,2004,14842,2294253
0,3,White,2005,14726,2232261
0,3,White,2006,14880,2231018
